id	ATC	Laboratorio	Forma	Nombre local	País	generic_name	Vía	commercial_name	presentation
124	L01AA01	['LABORATORIO KEMEX S.A.']	['liofilizado para solución inyectable']	CICLOFOSFAMIDA KEMEX 200 mg Polvo liof. para sol. iny.	['Argentina']	Ciclofosfamida	['intravenosa']	CICLOFOSFAMIDA KEMEX	200 mg Polvo liof. para sol. iny.
125	H03AA01	['GLAXOSMITHKLINE ARGENTINA S.A.']	['comprimido']	LEVOTIROXINA GLAXOSMITHKLINE 50 mcg Comp.	['Argentina']	Levotiroxina sódica	['oral']	LEVOTIROXINA GLAXOSMITHKLINE	50 mcg Comp.
126	N06AB06	['MEGALABS ARGENTINA S.A.U']	['comprimido recubierto']	ANILAR 100 100 mg Comp. recub.	['Argentina']	Sertralina	['oral']	ANILAR	100 100 mg Comp. recub.
127	R03AK10	['GSK BIOPHARMA ARGENTINA S.A.']	['polvo para inhalación']	RELVAR ELLIPTA 92 mcg/22 mcg/1 dosis Polvo para inhal.	['Argentina']	Vilanterol + furoato de fluticasona	['inhalatoria']	RELVAR ELLIPTA	92 mcg/22 mcg/1 dosis Polvo para inhal.
128	M05BA06	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido recubierto']	SILIDRAL UNO 150 mg Comp. recub.	['Argentina']	Ibandrónico ácido	['oral']	SILIDRAL UNO	150 mg Comp. recub.
129	N03AE01	['BIOPAS ARGENTINA S.A.']	['comprimido']	RIVOTRIL COMPRIMIDO 2 mg	['Argentina']	Clonazepam	['oral']	RIVOTRIL	COMPRIMIDO 2 mg
130	A10BD08	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	GALVUS MET 500 mg/50 mg Comp. recub.	['Argentina']	Metformina y vildagliptina	['oral']	GALVUS MET	500 mg/50 mg Comp. recub.
131	M01AE01	['PFIZER S.R.L.']	['suspensión oral']	IBUPIRAC 4 g/100 ml Susp. oral	['Argentina']	Ibuprofeno	['oral']	IBUPIRAC	4 g/100 ml Susp. oral
132	S02CA03 P1	['LABORATORIO PABLO CASSARA S.R.L.']	['suspensión ótica']	OTEX HC 2 mg/10 mg/1 ml Susp. ótica	['Argentina']	Hidrocortisona + ciprofloxacino	['ótica']	OTEX HC	2 mg/10 mg/1 ml Susp. ótica
133	G01AA51 P1	['INSTITUTO BIOLOGICO ARGENTINO S.A.I.C.']	['óvulo']	METANIS 500 mg/100000 UI Óvulo	['Argentina']	Nistatina + metronidazol	['vaginal']	METANIS	500 mg/100000 UI Óvulo
134	A07CA	['LABORATORIOS VENT 3 S.R.L.']	['polvo oral']	SALES PARA REHIDRATACION ORAL VENT 3 Polvo oral	['Argentina']	Formulaciones de sales de rehidratación oral	['oral']	SALES PARA REHIDRATACION	ORAL VENT 3 Polvo oral
135	N06AX23	['LABORATORIOS CASASCO S.A.I.C.']	['comprimido de liberación prolongada']	VELDEX 50 mg Comp. LP	['Argentina']	Desvenlafaxina	['oral']	VELDEX	50 mg Comp. LP
136	N05CF02	['ROSPAW S.R.L.']	['comprimido recubierto']	DORMI ROS 10 mg Comp. recub.	['Argentina']	Zolpidem	['oral']	DORMI ROS	10 mg Comp. recub.
137	J01CR02 P1	['LABORATORIOS CASASCO S.A.I.C.']	['polvo para suspensión oral']	AMOCLAV SE 600 mg/42,9 mg/5 ml Polvo para susp. oral	['Argentina']	Amoxicilina + clavulánico ácido	['oral']	AMOCLAV SE	600 mg/42,9 mg/5 ml Polvo para susp. oral
138	N05CH01	['GRAMON MILLET S.A.']	['cápsula dura']	MELATOL 3 mg Cáps. dura	['Argentina']	Melatonina	['oral']	MELATOL	3 mg Cáps. dura
139	R03DA05	['NORGREEN S.A.']	['solución inyectable']	AMINOFILINA NORGREEN 240 mg/10 ml Sol. iny.	['Argentina']	Aminofilina	['intravenosa']	AMINOFILINA NORGREEN	240 mg/10 ml Sol. iny.
140	M01CC01	['QUIMICA ARISTON S.A.I.C.I.F.']	['cápsula dura']	CUPRIPEN 250 mg Cáps. dura	['Argentina']	Penicilamina	['oral']	CUPRIPEN	250 mg Cáps. dura
141	L01AX03	['TUTEUR S.A.C.I.F.I.A.']	['cápsula dura']	RUMALAR 100 mg Cáps. dura	['Argentina']	Temozolomida	['oral']	RUMALAR	100 mg Cáps. dura
142	N06AX24	['IVAX ARGENTINA S.A.']	['comprimido recubierto']	VILAZID 20 mg Comp. recub.	['Argentina']	Vilazodona	['oral']	VILAZID	20 mg Comp. recub.
143	C07AB03	['LABORATORIO ECZANE PHARMA S.A.']	['comprimido']	ATENOLOL ECZANE 50 mg Comp.	['Argentina']	Atenolol	['oral']	ATENOLOL ECZANE	50 mg Comp.
144	C09CA03	['MONTE VERDE S.A.']	['comprimido recubierto']	ALPERTAN 320 mg Comp. recub.	['Argentina']	Valsartán	['oral']	ALPERTAN	320 mg Comp. recub.
145	A04AA01	['VEINFAR S.A.I.C.']	['solución inyectable']	ONDANSETRON LARJAN 8 mg/4 ml Sol. iny.	['Argentina']	Ondansetrón	['intravenosa']	ONDANSETRON LARJAN	8 mg/4 ml Sol. iny.
146	C08CA01	['KLONAL S.R.L.']	['comprimido']	AMLOTENS 10 mg Comp.	['Argentina']	Amlodipino	['oral']	AMLOTENS	10 mg Comp.
147	C10AA07	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido recubierto']	ASTENDE 20 mg Comp. recub.	['Argentina']	Rosuvastatina	['oral']	ASTENDE	20 mg Comp. recub.
148	N05CD08	['PRODUCTOS FARMACEUTICOS DR GRAY S.A.I.C.']	['solución inyectable']	MIDAZOLAN UNO GRAY 5 mg/1 ml Sol. iny.	['Argentina']	Midazolam	['intramuscular']	MIDAZOLAN UNO GRAY	5 mg/1 ml Sol. iny.
149	V03AC03	['NOVARTIS ARGENTINA S.A.']	['comprimido dispersable']	EXJADE 125 mg Comp. dispersable	['Argentina']	Deferasirox	['oral']	EXJADE	125 mg Comp. dispersable
150	C04AA01	['LABORATORIOS FABRA S.A.']	['solución inyectable']	ISOXSUPRINA FABRA 10 mg/2 ml Sol. iny.	['Argentina']	Isoxsuprina	['intramuscular']	ISOXSUPRINA FABRA	10 mg/2 ml Sol. iny.
151	N06AB03	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido']	EQUILIBRANE 20 mg Comp.	['Argentina']	Fluoxetina	['oral']	EQUILIBRANE	20 mg Comp.
152	D10AF06	['LABORATORIO PABLO CASSARA S.R.L.']	['loción']	DERMASEB 10 g/100 ml Loción tópica	['Argentina']	Sulfacetamida tópica	['vía tópica']	DERMASEB	10 g/100 ml Loción tópica
153	N05BA12	['EUROFARMA ARGENTINA S.A.']	['comprimido']	PLASEDAN 1 mg Comp.	['Argentina']	Alprazolam	['oral']	PLASEDAN	1 mg Comp.
154	L01DB07	['BIOPROFARMA BAGO S.A.']	['solución inyectable']	MITOXGEN 20 mg/10 ml Sol. iny.	['Argentina']	Mitoxantrona	['intravenosa']	MITOXGEN	20 mg/10 ml Sol. iny.
155	L01AX03	['LABORATORIO KEMEX S.A.']	['cápsula dura']	KEMTAX 140 mg Cáps. dura	['Argentina']	Temozolomida	['oral']	KEMTAX	140 mg Cáps. dura
156	N06AB06	['ROSPAW S.R.L.']	['comprimido recubierto']	SERTRALINA ROSPAW 100 mg Comp. recub.	['Argentina']	Sertralina	['oral']	SERTRALINA ROSPAW	100 mg Comp. recub.
157	J01XB02	['LABORATORIOS RICHET S.A.']	['liofilizado para solución inyectable']	POLIMIXINA B RICHET 500000 UI Polvo liof. para sol. iny.	['Argentina']	Polimixina B	['intramuscular']	POLIMIXINA B RICHET	500000 UI Polvo liof. para sol. iny.
158	R07AA02	['BIOPAS ARGENTINA S.A.']	['suspensión para instilación endotraqueal']	CUROSURF SUSPENSIÓN PARA INSTILACIÓN ENDOTRAQUEAL 120 mg/1,5 mL	['Argentina']	Fosfolípidos naturales	['endotraqueopulmonar']	CUROSURF SUSPENSIÓN PARA INSTILACIÓN ENDOTRAQUEAL	120 mg/1,5 mL
159	J01FA09	['LABORATORIOS BETA S.A.']	['comprimido de liberación prolongada']	CLAROVIL UD 500 mg Comp. recub. LP	['Argentina']	Claritromicina	['oral']	CLAROVIL UD	500 mg Comp. recub. LP
160	M01AE01	['SAVANT PHARM S.A.']	['cápsula blanda']	FABOGESIC RAPIDA ACCION 400 mg Cáps. blanda	['Argentina']	Ibuprofeno	['oral']	FABOGESIC RAPIDA ACCION	400 mg Cáps. blanda
161	A02AB01	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido masticable']	PEPSAMAR 233 mg Comp. masticable	['Argentina']	Aluminio hidróxido	['oral']	PEPSAMAR	233 mg Comp. masticable
162	N03AX18	['BIOPAS ARGENTINA S.A.']	['comprimido recubierto']	VIMPAT 50 mg Comp. recub.	['Argentina']	Lacosamida	['oral']	VIMPAT	50 mg Comp. recub.
163	J01FA10	['SIEGFRIED S.A.']	['comprimido recubierto']	MACROMAX 500 mg Comp. recub.	['Argentina']	Azitromicina	['oral']	MACROMAX	500 mg Comp. recub.
164	L01EL01	['LABORATORIO VARIFARMA S.A.']	['cápsula dura']	BINAP 140 mg Cáps. dura	['Argentina']	Ibrutinib	['oral']	BINAP	140 mg Cáps. dura
165	C03CA01	['BIOSINTEX S.A.']	['comprimido']	RETEP 40 mg Comp.	['Argentina']	Furosemida	['oral']	RETEP	40 mg Comp.
166	A11EX P4	['LABORATORIO ELEA PHOENIX S.A.']	['preparación inyectable']	DOLO-NERVOBION 10000 Iny.	['Argentina']	Vitaminas del complejo B + diclofenaco	['intramuscular']	DOLO-NERVOBION	10000 Iny.
167	H01CB03	['SANOFI-AVENTIS ARGENTINA S.A.']	['solución inyectable']	SOMATULINE AUTOGEL 90 mg/0,5 ml Sol. iny.	['Argentina']	Lanreotida	['subcutánea']	SOMATULINE AUTOGEL	90 mg/0,5 ml Sol. iny.
168	J01CA01	['KLONAL S.R.L.']	['polvo para solución inyectable']	DECILINA 500 mg Polvo para sol. iny.	['Argentina']	Ampicilina	['intramuscular']	DECILINA	500 mg Polvo para sol. iny.
169	C09DA06 P1	['ASTRAZENECA S.A.']	['comprimido']	ATACAND D 16 mg/12,5 mg Comp.	['Argentina']	Candesartán + hidroclorotiazida	['oral']	ATACAND D	16 mg/12,5 mg Comp.
170	A02BC02	['IVAX ARGENTINA S.A.']	['comprimido recubierto gastrorresistente']	PANTOPRAZOL TEVA 40 mg Comp. recub. gastrorr.	['Argentina']	Pantoprazol	['oral']	PANTOPRAZOL TEVA	40 mg Comp. recub. gastrorr.
171	N06AX16	['CEVALLOS SALUD S.R.L.']	['comprimido']	VENLAFAXINA CEVALLOS 75 mg Comp.	['Argentina']	Venlafaxina	['oral']	VENLAFAXINA CEVALLOS	75 mg Comp.
172	D06BX01	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['crema dérmica']	ROXEDERM 1 g/100 g Crema dérmica	['Argentina']	Metronidazol tópico	['vía tópica']	ROXEDERM	1 g/100 g Crema dérmica
173	J01XD01	['SAVANT PHARM S.A.']	['suspensión oral']	METRONIDAZOL VITARUM 125 mg/5 ml Susp. oral	['Argentina']	Metronidazol	['oral']	METRONIDAZOL VITARUM	125 mg/5 ml Susp. oral
174	R05CA12	['LABORATORIOS BERNABO S.A.']	['jarabe']	QURA TOS 0,7 g/100 ml Jarabe	['Argentina']	Hederae helicis folium	['oral']	QURA TOS	0,7 g/100 ml Jarabe
175	C09DA03 P1	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	DIOVAN D 320 mg/25 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	DIOVAN D	320 mg/25 mg Comp. recub.
176	R05CB01	['IVAX ARGENTINA S.A.']	['comprimido efervescente']	ACETILCISTEINA TEVA 600 mg Comp. efervescente	['Argentina']	Acetilcisteína	['oral']	ACETILCISTEINA TEVA	600 mg Comp. efervescente
177	C10BA06	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido']	LIPEX PLUS COMPRIMIDO 20 mg/10 mg	['Argentina']	Rosuvastatina y ezetimiba	['oral']	LIPEX PLUS	COMPRIMIDO 20 mg/10 mg
178	R01AX10 M2	['SIEGFRIED S.A.']	['solución para pulverización']	MAR - V 650 mg/100 ml Sol. para nebulización	['Argentina']	Sodio cloruro nasal	['nasal']	MAR - V	650 mg/100 ml Sol. para nebulización
179	B05AX	['TERUMO BCT LATIN AMERICA S.A.']	['solución inyectable']	BOLSA PARA FRACCIONAR SANGRE CON SOLUCION CPDA-1 Sol. iny.	['Argentina']	Otros productos de origen sanguíneo	['intravenosa']	BOLSA PARA FRACCIONAR SANGRE CON SOLUCION	CPDA-1 Sol. iny.
180	G03AA14	['GADOR S.A.']	['comprimido recubierto']	FEMIDEN 1,5 mg/2,5 mg Comp. recub.	['Argentina']	Nomegestrol y estradiol	['oral']	FEMIDEN	1,5 mg/2,5 mg Comp. recub.
181	C07AG02	['BALIARDA S.A.']	['cápsula dura de liberación modificada']	BIDECAR CR 80 mg Cáps. LC	['Argentina']	Carvedilol	['oral']	BIDECAR CR	80 mg Cáps. LC
182	A02BC05	['LABORATORIO DOMINGUEZ S.A.']	['cápsula gastrorresistente']	PRAZODEX 20 20 mg Cáps. gastrorr.	['Argentina']	Esomeprazol	['oral']	PRAZODEX	20 20 mg Cáps. gastrorr.
183	N07XX02	['LABORATORIOS BAGO S.A.']	['comprimido recubierto']	AMITAX 50 mg Comp. recub.	['Argentina']	Riluzol	['oral']	AMITAX	50 mg Comp. recub.
184	J04AK01	['LAFEDAR S.A.']	['comprimido']	PIRAZINAMIDA LAFEDAR 250 mg Comp.	['Argentina']	Pirazinamida	['oral']	PIRAZINAMIDA LAFEDAR	250 mg Comp.
185	A16AX07	['GOBBI NOVAG S.A.']	['polvo para solución oral en sobre']	KUVAN 500 mg/1 sobre Polvo para sol. oral sobre	['Argentina']	Sapropterina	['oral']	KUVAN	500 mg/1 sobre Polvo para sol. oral sobre
186	B05XA01	['LABORATORIOS DUNCAN S.A.']	['solución inyectable']	POTASIO CLORURO 15 MEQ BIOQUIM 1,125 g/5 ml Sol. iny.	['Argentina']	Cloruro de potasio	['intramuscular']	POTASIO CLORURO	15 MEQ BIOQUIM 1,125 g/5 ml Sol. iny.
187	C07AB03	['LAFEDAR S.A.']	['comprimido']	CARDIOBLOK 50 mg Comp.	['Argentina']	Atenolol	['oral']	CARDIOBLOK	50 mg Comp.
188	N02AX02	['LABORATORIO VANNIER S.A.']	['cápsula dura']	TRAMAL 50 mg Cáps. dura	['Argentina']	Tramadol	['oral']	TRAMAL	50 mg Cáps. dura
189	J01CA20 P3	['ROEMMERS S.A.I.C.F.']	['comprimido recubierto']	AMOXIDAL RESPIRATORIO 30 mg/500 mg Comp. recub.	['Argentina']	Amoxicilina + ambroxol	['oral']	AMOXIDAL RESPIRATORIO	30 mg/500 mg Comp. recub.
190	C07AB12	['LABORATORIOS BAGO S.A.']	['comprimido']	NEBIX 10 10 mg Comp.	['Argentina']	Nebivolol	['oral']	NEBIX	10 10 mg Comp.
191	J01DH02	['HLB PHARMA GROUP S.A.']	['polvo para solución inyectable']	MEROPENEM DOSA 500 mg Polvo para sol. iny.	['Argentina']	Meropenem	['intravenosa']	MEROPENEM DOSA	500 mg Polvo para sol. iny.
192	M02AX10	['LABORATORIOS IMVI (INSTITUTO MEDICO VETERINARIO INTEGRAL) S.A.']	['aerosol']	ATOMO DESINFLAMANTE Aerosol	['Argentina']	Varios, productos tópicos para dolor articular y muscular	['vía tópica']	ATOMO DESINFLAMANTE	Aerosol
193	J01XB01	['LAFEDAR S.A.']	['polvo y disolvente para solución inyectable']	COLISTYN 100 mg/2 ml Polvo y disolv. para sol. iny.	['Argentina']	Colistina	['intramuscular']	COLISTYN	100 mg/2 ml Polvo y disolv. para sol. iny.
194	L01EA03	['NOVARTIS ARGENTINA S.A.']	['cápsula dura']	TASIGNA 50 mg Cáps. dura	['Argentina']	Nilotinib	['oral']	TASIGNA	50 mg Cáps. dura
195	M01AB05	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido recubierto']	FLOGOLISIN 75 mg Comp. recub.	['Argentina']	Diclofenaco	['oral']	FLOGOLISIN	75 mg Comp. recub.
196	A03AX13 M1	['QUIMICA MONTPELLIER S.A.']	['gotas orales en solución']	CARBOGASOL 100 mg/1 ml Gotas orales en sol.	['Argentina']	Simeticona	['oral']	CARBOGASOL	100 mg/1 ml Gotas orales en sol.
197	C09CA01	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido recubierto']	TEMISARTAN 100 mg Comp. recub.	['Argentina']	Losartán	['oral']	TEMISARTAN	100 mg Comp. recub.
198	J01FA09	['LABORATORIO VANNIER S.A.']	['comprimido recubierto']	CLARITROMICINA VANNIER 500 mg Comp. recub.	['Argentina']	Claritromicina	['oral']	CLARITROMICINA VANNIER	500 mg Comp. recub.
199	G03FA17 P1	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido recubierto']	EQUIFEM 2 mg/1 mg Comp. recub.	['Argentina']	Estradiol + drospirenona	['oral']	EQUIFEM	2 mg/1 mg Comp. recub.
200	C07AG02	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido']	VICARDOL 25 mg Comp.	['Argentina']	Carvedilol	['oral']	VICARDOL	25 mg Comp.
201	C10AB04	['LAFEDAR S.A.']	['comprimido recubierto']	GEMFI - LIP 900 mg Comp. recub.	['Argentina']	Gemfibrozilo	['oral']	GEMFI - LIP	900 mg Comp. recub.
202	J01CA51 P5	['LABORATORIO ELEA PHOENIX S.A.']	['polvo para solución inyectable']	CRONOPEN BALSAMICO ADULTO Polvo para sol. iny.	['Argentina']	Ampicilina + ampicilina benzatina + metamizol	['intramuscular']	CRONOPEN BALSAMICO ADULTO	Polvo para sol. iny.
203	C09CA01	['GADOR S.A.']	['comprimido recubierto']	PAXON 50 50 mg Comp. recub.	['Argentina']	Losartán	['oral']	PAXON	50 50 mg Comp. recub.
204	R06AX13	['ROSPAW S.R.L.']	['comprimido']	LORATADINA TAURO 10 mg Comp.	['Argentina']	Loratadina	['oral']	LORATADINA TAURO	10 mg Comp.
205	N05AX12	['ROEMMERS S.A.I.C.F.']	['solución oral']	IRAZEM 0,1 g/100 ml Sol. oral	['Argentina']	Aripiprazol	['oral']	IRAZEM	0,1 g/100 ml Sol. oral
206	A03DA05 P1	['SIDUS S.A.']	['gotas orales en solución']	APASMO 5 g/40 g/100 ml Gotas orales en sol.	['Argentina']	Camilofina clorhidrato + metamizol	['oral']	APASMO	5 g/40 g/100 ml Gotas orales en sol.
207	D06BA51	['LAFEDAR S.A.']	['crema']	SULFAPLAT LA 0,666 g/1 g/248000 UI/100 g Crema	['Argentina']	Sulfadiazina argéntica, asociaciones	['vía tópica']	SULFAPLAT LA	0,666 g/1 g/248000 UI/100 g Crema
208	J01CA04	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	NOBACTAM DUO 875 mg Comp. recub.	['Argentina']	Amoxicilina	['oral']	NOBACTAM DUO	875 mg Comp. recub.
209	H01AC01	['NOVARTIS ARGENTINA S.A.']	['solución inyectable']	OMNITROPE 10 mg/1,5 ml Sol. iny.	['Argentina']	Somatropina	['intramuscular']	OMNITROPE	10 mg/1,5 ml Sol. iny.
210	S01BC03	['QUIMICA ARISTON S.A.I.C.I.F.']	['solución oftálmica']	NATURA FENAC 1 mg/1 ml Sol. oftálmica	['Argentina']	Diclofenaco oftálmico	['oftálmica']	NATURA FENAC	1 mg/1 ml Sol. oftálmica
211	vitamina C	['LAVIMAR S.A.']	['solución inyectable']	VITAMINA C LAVIMAR INYECTABLE 1 g/5 ml Sol. iny.	['Argentina']	Ascórbico ácido	['intravenosa']	VITAMINA C LAVIMAR	INYECTABLE 1 g/5 ml Sol. iny.
212	G03AC10	['SIEGFRIED S.A.']	['comprimido recubierto']	ISIS FREE 4 mg Comp. recub.	['Argentina']	Drospirenona	['oral']	ISIS FREE	4 mg Comp. recub.
213	J01DB05	['SIEGFRIED S.A.']	['comprimido recubierto']	CEFACAR 1000 mg Comp. recub.	['Argentina']	Cefadroxilo	['oral']	CEFACAR	1000 mg Comp. recub.
214	M01AB05	['LABORATORIO EDGARDO JORGE GEZZI']	['cápsula blanda']	REUMOSAN RAPIDA ACCION 25 mg Cáps. blanda	['Argentina']	Diclofenaco	['oral']	REUMOSAN RAPIDA ACCION	25 mg Cáps. blanda
215	V03AF04	['SIDUS S.A.']	['liofilizado para solución inyectable']	LEUCOVORINA DELTAFARMA 50 mg/5 ml Polvo liof. para sol. iny.	['Argentina']	Levofolinato cálcico	['intravenosa']	LEUCOVORINA DELTAFARMA	50 mg/5 ml Polvo liof. para sol. iny.
216	D08AG02	['BIOSINTEX S.A.']	['solución cutánea']	POVITIOL 10 g/100 ml Sol. tópica	['Argentina']	Povidona iodada tópica	['vía tópica']	POVITIOL	10 g/100 ml Sol. tópica
217	C07FB07	['BALIARDA S.A.']	['comprimido']	BICARDIL A 10 mg/10 mg Comp.	['Argentina']	Bisoprolol y amlodipino	['oral']	BICARDIL A	10 mg/10 mg Comp.
218	J01DD08	['LABORATORIOS BAGO S.A.']	['polvo para suspensión oral']	VIXCEF 100 mg/5 ml Polvo para susp. oral	['Argentina']	Cefixima	['oral']	VIXCEF	100 mg/5 ml Polvo para susp. oral
219	G03CA04	['LABORATORIOS BETA S.A.']	['óvulo']	MENOCLIM 0,5 mg Óvulo	['Argentina']	Estriol	['vaginal']	MENOCLIM	0,5 mg Óvulo
220	A16AX01	['GADOR S.A.']	['comprimido recubierto']	BILETAN FORTE 50 mg Comp. recub.	['Argentina']	Tióctico ácido	['oral']	BILETAN FORTE	50 mg Comp. recub.
221	H02AB04	['KLONAL S.R.L.']	['polvo y disolvente para solución inyectable']	CORTISOLONA 500 mg Polvo y disolv. para sol. iny.	['Argentina']	Metilprednisolona	['intravenosa']	CORTISOLONA	500 mg Polvo y disolv. para sol. iny.
222	C03DA01	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido']	LANX 25 mg Comp.	['Argentina']	Espironolactona	['oral']	LANX	25 mg Comp.
223	R06AA59 P1	['LABORATORIO DOMINGUEZ S.A.']	['cápsula dura de liberación prolongada']	EMETIC 10 mg/10 mg Cáps. LP	['Argentina']	Doxilamina + piridoxina	['oral']	EMETIC	10 mg/10 mg Cáps. LP
224	S01XA20	['KLONAL S.R.L.']	['solución oftálmica']	LUBRICTIN 30 mg/1 ml Sol. oftálmica	['Argentina']	Lágrimas artificiales y otros preparados inertes	['oftálmica']	LUBRICTIN	30 mg/1 ml Sol. oftálmica
225	A10BD08	['IVAX ARGENTINA S.A.']	['comprimido recubierto']	JOVIUS MET 1000 mg + 50 mg Comp. recub.	['Argentina']	Metformina y vildagliptina	['oral']	JOVIUS MET	1000 mg + 50 mg Comp. recub.
226	L01DB01	['LABORATORIO KEMEX S.A.']	['polvo para concentrado para dispersión para perfusión']	LIBENDE 2 mg/1 ml Polvo para disper. para perfus.	['Argentina']	Doxorubicina	['intravenosa']	LIBENDE	2 mg/1 ml Polvo para disper. para perfus.
227	P02BA01	['LABORATORIO AUSTRAL S.A.']	['comprimido recubierto']	PRAZITRAL 600 mg Comp. recub.	['Argentina']	Praziquantel	['oral']	PRAZITRAL	600 mg Comp. recub.
228	N02BE51	['LABORATORIO EDGARDO JORGE GEZZI']	['comprimido recubierto']	INMUNOGRIP PLUS Comp. recub.	['Argentina']	Paracetamol, asociaciones excl. psicolépticos	['oral']	INMUNOGRIP PLUS	Comp. recub.
229	A02BC01	['LABORATORIOS RICHET S.A.']	['polvo para solución inyectable']	OMEPRAZOL RICHET 40 mg/10 ml Polvo para sol. iny.	['Argentina']	Omeprazol	['intravenosa']	OMEPRAZOL RICHET	40 mg/10 ml Polvo para sol. iny.
230	M01AX05	['MONTE VERDE S.A.']	['granulado en sobre']	ASOTREX GL 1500 mg/1 sobre	['Argentina']	Glucosamina	['oral']	ASOTREX GL	1500 mg/1 sobre
231	M01AE51 P4	['INSTITUTO SEROTERAPICO ARGENTINO S.A.I.C.']	['comprimido']	IBU 400 PLUS 65 mg/400 mg Comp.	['Argentina']	Ibuprofeno + cafeína	['oral']	IBU	400 PLUS 65 mg/400 mg Comp.
232	A05AA02	['ROSSMORE PHARMA S.A.']	['comprimido']	URSOTOP 500 mg Comp.	['Argentina']	Ursodeoxicólico ácido	['oral']	URSOTOP	500 mg Comp.
233	L01EB03	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido recubierto']	REGLICAT 30 mg Comp. recub.	['Argentina']	Afatinib	['oral']	REGLICAT	30 mg Comp. recub.
234	N06AX23	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido de liberación modificada']	IRSYN XR 100 mg Comp. LM	['Argentina']	Desvenlafaxina	['oral']	IRSYN XR	100 mg Comp. LM
235	L01CE02	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['solución inyectable']	IRINOTECAN FADA 20 mg/1 ml Sol. iny.	['Argentina']	Irinotecán	['intravenosa']	IRINOTECAN FADA	20 mg/1 ml Sol. iny.
236	C09AA02	['LABORATORIOS DUNCAN S.A.']	['comprimido']	ENALDUN 10 mg Comp.	['Argentina']	Enalapril	['oral']	ENALDUN	10 mg Comp.
237	D06AX09	['HLB PHARMA GROUP S.A.']	['crema dérmica']	MUTIX 2 g/100 g Crema dérmica	['Argentina']	Mupirocina	['vía tópica']	MUTIX	2 g/100 g Crema dérmica
238	J05AJ01	['MSD ARGENTINA S.R.L.']	['comprimido masticable']	ISENTRESS 100 mg Comp. masticable	['Argentina']	Raltegravir	['oral']	ISENTRESS	100 mg Comp. masticable
239	L01EX05	['BAYER S.A.']	['comprimido recubierto']	STIVARGA 40 mg Comp. recub.	['Argentina']	Regorafenib	['oral']	STIVARGA	40 mg Comp. recub.
240	M01CX P1	['INSTITUTO SEROTERAPICO ARGENTINO S.A.I.C.']	['polvo para solución oral']	CARTIFLEX FORTE VL 400 mg/500 mg/1 sobre Polvo para sol. oral	['Argentina']	Condroitín sulfato + glucosamina	['oral']	CARTIFLEX FORTE VL	400 mg/500 mg/1 sobre Polvo para sol. oral
241	J07BB02	['LABORATORIOS SEQIRUS S.A.']	['suspensión inyectable en jeringa precargada']	AFLURIA QUAD JUNIOR 7,5 mcg/7,5 mcg/15 mcg/0,25 ml Susp. iny. en jeringa precargada	['Argentina']	Gripe, virus inactivado, fragmentado o antígeno purificado	['intramuscular']	AFLURIA QUAD JUNIOR	7,5 mcg/7,5 mcg/15 mcg/0,25 ml Susp. iny. en jeringa precargada
242	D11AX22	['LABORATORIO PABLO CASSARA S.R.L.']	['loción']	CASSARA LICEND 0,5 g/100 g Loción tópica	['Argentina']	Ivermectina tópica	['vía tópica']	CASSARA LICEND	0,5 g/100 g Loción tópica
243	J01CA04	['LABORATORIOS FABRA S.A.']	['comprimido']	DARZITIL 500 mg Comp.	['Argentina']	Amoxicilina	['oral']	DARZITIL	500 mg Comp.
244	D06BX01	['OXAPHARMA S.A.']	['gel cutáneo']	METRODERMIC 0,75 g/100 g Gel dérmico	['Argentina']	Metronidazol tópico	['vía tópica']	METRODERMIC	0,75 g/100 g Gel dérmico
245	N02BF02	['LABORATORIO ELEA PHOENIX S.A.']	['cápsula dura']	PRINCIPIA 75 mg Cáps. dura	['Argentina']	Pregabalina	['oral']	PRINCIPIA	75 mg Cáps. dura
246	J02AC03	['CELNOVA ARGENTINA S.A.']	['comprimido recubierto']	VORINOVA 200 mg Comp. recub.	['Argentina']	Voriconazol	['oral']	VORINOVA	200 mg Comp. recub.
